Age,Country,Gender,Region,Total or Difference,Year,Literacy rate,Number of Records
15+,Mauritius,total,Sub-Saharan Africa,Total,2012,91.77%,1
15+,Niger,total,Sub-Saharan Africa,Total,2012,30.56%,1
15+,Rwanda,total,Sub-Saharan Africa,Total,2012,68.33%,1
15+,Sao Tome and Principe,total,Sub-Saharan Africa,Total,2012,90.14%,1
15+,South Africa,total,Sub-Saharan Africa,Total,2012,93.73%,1
15+,Uganda,total,Sub-Saharan Africa,Total,2012,70.20%,1
15+,United Republic of Tanzania,total,Sub-Saharan Africa,Total,2012,78.10%,1
15+,Botswana,total,Sub-Saharan Africa,Total,2013,86.82%,1
15+,Gambia,total,Sub-Saharan Africa,Total,2013,41.95%,1
15+,Mauritius,total,Sub-Saharan Africa,Total,2013,91.49%,1
15+,Senegal,total,Sub-Saharan Africa,Total,2013,42.82%,1
15+,Sierra Leone,total,Sub-Saharan Africa,Total,2013,32.43%,1
15+,Angola,total,Sub-Saharan Africa,Total,2014,66.03%,1
15+,Botswana,total,Sub-Saharan Africa,Total,2014,87.70%,1
15+,Burkina Faso,total,Sub-Saharan Africa,Total,2014,34.60%,1
15+,Burundi,total,Sub-Saharan Africa,Total,2014,61.57%,1
15+,Côte d'Ivoire,total,Sub-Saharan Africa,Total,2014,43.91%,1
15+,Equatorial Guinea,total,Sub-Saharan Africa,Total,2014,95.00%,1
15+,Guinea,total,Sub-Saharan Africa,Total,2014,32.00%,1
15+,Guinea-Bissau,total,Sub-Saharan Africa,Total,2014,45.58%,1
15+,Kenya,total,Sub-Saharan Africa,Total,2014,78.73%,1
15+,Lesotho,total,Sub-Saharan Africa,Total,2014,76.64%,1
15+,Malawi,total,Sub-Saharan Africa,Total,2014,65.15%,1
15+,Mauritius,total,Sub-Saharan Africa,Total,2014,92.47%,1
15+,Rwanda,total,Sub-Saharan Africa,Total,2014,70.80%,1
15+,South Africa,total,Sub-Saharan Africa,Total,2014,94.14%,1
15+,Zimbabwe,total,Sub-Saharan Africa,Total,2014,88.69%,1
15+,Cabo Verde,total,Sub-Saharan Africa,Total,2015,86.79%,1
15+,Chad,total,Sub-Saharan Africa,Total,2015,26.00%,1
15+,Gambia,total,Sub-Saharan Africa,Total,2015,50.78%,1
15+,Malawi,total,Sub-Saharan Africa,Total,2015,62.14%,1
15+,Mali,total,Sub-Saharan Africa,Total,2015,33.07%,1
15+,Mauritius,total,Sub-Saharan Africa,Total,2015,92.71%,1
15+,Mozambique,total,Sub-Saharan Africa,Total,2015,56.04%,1
15+,South Africa,total,Sub-Saharan Africa,Total,2015,94.37%,1
15+,Togo,total,Sub-Saharan Africa,Total,2015,63.75%,1
15+,United Republic of Tanzania,total,Sub-Saharan Africa,Total,2015,77.89%,1
15+,Chad,total,Sub-Saharan Africa,Total,2016,22.31%,1
15+,Democratic Republic of the Congo,total,Sub-Saharan Africa,Total,2016,77.04%,1
15+,Mauritius,total,Sub-Saharan Africa,Total,2016,93.16%,1
15+,Burundi,total,Sub-Saharan Africa,Total,2017,68.38%,1
15+,Ethiopia,total,Sub-Saharan Africa,Total,2017,51.77%,1
15+,Liberia,total,Sub-Saharan Africa,Total,2017,48.30%,1
15+,Mauritania,total,Sub-Saharan Africa,Total,2017,53.50%,1
15+,Mozambique,total,Sub-Saharan Africa,Total,2017,60.66%,1
15+,Senegal,total,Sub-Saharan Africa,Total,2017,51.90%,1
15+,South Africa,total,Sub-Saharan Africa,Total,2017,87.05%,1
15+,Benin,total,Sub-Saharan Africa,Total,2018,42.36%,1
15+,Burkina Faso,total,Sub-Saharan Africa,Total,2018,41.22%,1
15+,Cameroon,total,Sub-Saharan Africa,Total,2018,77.07%,1
15+,Central African Republic,total,Sub-Saharan Africa,Total,2018,37.40%,1
15+,Comoros,total,Sub-Saharan Africa,Total,2018,58.82%,1
15+,Congo,total,Sub-Saharan Africa,Total,2018,80.30%,1
15+,Côte d'Ivoire,total,Sub-Saharan Africa,Total,2018,47.17%,1
15+,Eritrea,total,Sub-Saharan Africa,Total,2018,76.57%,1
15+,Gabon,total,Sub-Saharan Africa,Total,2018,84.67%,1
15+,Ghana,total,Sub-Saharan Africa,Total,2018,79.04%,1
15+,Kenya,total,Sub-Saharan Africa,Total,2018,81.53%,1
15+,Madagascar,total,Sub-Saharan Africa,Total,2018,74.80%,1
15+,Mali,total,Sub-Saharan Africa,Total,2018,35.47%,1
15+,Mauritius,total,Sub-Saharan Africa,Total,2018,91.33%,1
15+,Namibia,total,Sub-Saharan Africa,Total,2018,91.53%,1
15+,Nigeria,total,Sub-Saharan Africa,Total,2018,62.02%,1
15+,Rwanda,total,Sub-Saharan Africa,Total,2018,73.22%,1
15+,Sao Tome and Principe,total,Sub-Saharan Africa,Total,2018,92.82%,1
15+,Seychelles,total,Sub-Saharan Africa,Total,2018,95.87%,1
15+,Sierra Leone,total,Sub-Saharan Africa,Total,2018,43.21%,1
15+,South Sudan,total,Sub-Saharan Africa,Total,2018,34.52%,1
15+,Swaziland,total,Sub-Saharan Africa,Total,2018,88.42%,1
15+,Uganda,total,Sub-Saharan Africa,Total,2018,76.53%,1
15+,Zambia,total,Sub-Saharan Africa,Total,2018,86.75%,1
15-24,Russian Federation,total,Europe and Northern America,Total,2010,99.71%,1
15-24,Spain,total,Europe and Northern America,Total,2010,99.59%,1
15-24,Greece,total,Europe and Northern America,Total,2011,98.81%,1
15-24,Italy,total,Europe and Northern America,Total,2011,99.86%,1
15-24,Latvia,total,Europe and Northern America,Total,2011,99.84%,1
15-24,Lithuania,total,Europe and Northern America,Total,2011,99.86%,1
15-24,Malta,total,Europe and Northern America,Total,2011,98.88%,1
15-24,Montenegro,total,Europe and Northern America,Total,2011,99.21%,1
15-24,Portugal,total,Europe and Northern America,Total,2011,99.44%,1
15-24,Romania,total,Europe and Northern America,Total,2011,99.00%,1
15-24,Serbia,total,Europe and Northern America,Total,2011,99.31%,1
15-24,Spain,total,Europe and Northern America,Total,2011,99.70%,1
15-24,Republic of Moldova,total,Europe and Northern America,Total,2012,99.46%,1
15-24,Spain,total,Europe and Northern America,Total,2012,99.67%,1
15-24,Ukraine,total,Europe and Northern America,Total,2012,99.97%,1
15-24,Spain,total,Europe and Northern America,Total,2013,99.67%,1
15-24,Hungary,total,Europe and Northern America,Total,2014,98.80%,1
15-24,Republic of Moldova,total,Europe and Northern America,Total,2014,99.81%,1
15-24,Slovenia,total,Europe and Northern America,Total,2014,99.80%,1
15-24,Spain,total,Europe and Northern America,Total,2014,99.72%,1
15-24,The former Yugoslav Republic of Macedonia,total,Europe and Northern America,Total,2014,98.60%,1
15-24,Spain,total,Europe and Northern America,Total,2015,99.66%,1
15-24,Serbia,total,Europe and Northern America,Total,2016,99.72%,1
15-24,Spain,total,Europe and Northern America,Total,2016,99.62%,1
15-24,Italy,total,Europe and Northern America,Total,2018,99.93%,1
15-24,Malta,total,Europe and Northern America,Total,2018,99.30%,1
15-24,Montenegro,total,Europe and Northern America,Total,2018,99.11%,1
15-24,Portugal,total,Europe and Northern America,Total,2018,99.66%,1
15-24,Romania,total,Europe and Northern America,Total,2018,99.43%,1
15-24,Russian Federation,total,Europe and Northern America,Total,2018,99.70%,1
15-24,San Marino,total,Europe and Northern America,Total,2018,100.00%,1
15-24,Serbia,total,Europe and Northern America,Total,2018,98.30%,1
15-24,Spain,total,Europe and Northern America,Total,2018,99.72%,1
15-24,Argentina,total,Latin America and the Caribbean,Total,2010,99.30%,1
15-24,Aruba,total,Latin America and the Caribbean,Total,2010,99.14%,1
15-24,Brazil,total,Latin America and the Caribbean,Total,2010,97.51%,1
15-24,Colombia,total,Latin America and the Caribbean,Total,2010,98.10%,1
15-24,Dominican Republic,total,Latin America and the Caribbean,Total,2010,96.81%,1
15-24,Ecuador,total,Latin America and the Caribbean,Total,2010,98.65%,1
15-24,El Salvador,total,Latin America and the Caribbean,Total,2010,96.03%,1
15-24,Honduras,total,Latin America and the Caribbean,Total,2010,95.15%,1
15-24,Mexico,total,Latin America and the Caribbean,Total,2010,98.43%,1
15-24,Panama,total,Latin America and the Caribbean,Total,2010,97.64%,1
15-24,Paraguay,total,Latin America and the Caribbean,Total,2010,98.61%,1
15-24,Puerto Rico,total,Latin America and the Caribbean,Total,2010,98.83%,1
15-24,Suriname,total,Latin America and the Caribbean,Total,2010,98.38%,1
15-24,Trinidad and Tobago,total,Latin America and the Caribbean,Total,2010,99.60%,1
15-24,Uruguay,total,Latin America and the Caribbean,Total,2010,98.78%,1
15-24,Argentina,total,Latin America and the Caribbean,Total,2011,99.63%,1
15-24,Bolivia (Plurinational State of),total,Latin America and the Caribbean,Total,2011,99.01%,1
15-24,Brazil,total,Latin America and the Caribbean,Total,2011,98.49%,1
15-24,Chile,total,Latin America and the Caribbean,Total,2011,99.41%,1
15-24,Colombia,total,Latin America and the Caribbean,Total,2011,98.24%,1
15-24,Costa Rica,total,Latin America and the Caribbean,Total,2011,99.13%,1
15-24,Dominican Republic,total,Latin America and the Caribbean,Total,2011,97.04%,1
15-24,Ecuador,total,Latin America and the Caribbean,Total,2011,98.69%,1
15-24,El Salvador,total,Latin America and the Caribbean,Total,2011,96.55%,1
15-24,Honduras,total,Latin America and the Caribbean,Total,2011,95.93%,1
15-24,Mexico,total,Latin America and the Caribbean,Total,2011,98.46%,1
15-24,Uruguay,total,Latin America and the Caribbean,Total,2011,98.86%,1
15-24,Venezuela (Bolivarian Republic of),total,Latin America and the Caribbean,Total,2011,97.56%,1
15-24,Argentina,total,Latin America and the Caribbean,Total,2012,99.38%,1
15-24,Bolivia (Plurinational State of),total,Latin America and the Caribbean,Total,2012,99.00%,1
15-24,Brazil,total,Latin America and the Caribbean,Total,2012,98.62%,1
15-24,Cuba,total,Latin America and the Caribbean,Total,2012,99.87%,1
15-24,Dominican Republic,total,Latin America and the Caribbean,Total,2012,97.02%,1
15-24,Ecuador,total,Latin America and the Caribbean,Total,2012,98.83%,1
15-24,Guatemala,total,Latin America and the Caribbean,Total,2012,93.65%,1
15-24,Honduras,total,Latin America and the Caribbean,Total,2012,94.98%,1
15-24,Mexico,total,Latin America and the Caribbean,Total,2012,98.88%,1
15-24,Paraguay,total,Latin America and the Caribbean,Total,2012,98.18%,1
15-24,Peru,total,Latin America and the Caribbean,Total,2012,98.70%,1
15-24,Suriname,total,Latin America and the Caribbean,Total,2012,97.67%,1
15-24,Uruguay,total,Latin America and the Caribbean,Total,2012,98.96%,1
15-24,Argentina,total,Latin America and the Caribbean,Total,2013,99.55%,1
15-24,Brazil,total,Latin America and the Caribbean,Total,2013,98.74%,1
15-24,Chile,total,Latin America and the Caribbean,Total,2013,99.05%,1
15-24,Dominican Republic,total,Latin America and the Caribbean,Total,2013,97.47%,1
15-24,Ecuador,total,Latin America and the Caribbean,Total,2013,98.60%,1
15-24,El Salvador,total,Latin America and the Caribbean,Total,2013,97.22%,1
15-24,Guatemala,total,Latin America and the Caribbean,Total,2013,91.85%,1
15-24,Honduras,total,Latin America and the Caribbean,Total,2013,95.07%,1
15-24,Mexico,total,Latin America and the Caribbean,Total,2013,98.56%,1
15-24,Paraguay,total,Latin America and the Caribbean,Total,2013,98.90%,1
15-24,Uruguay,total,Latin America and the Caribbean,Total,2013,98.93%,1
15-24,Argentina,total,Latin America and the Caribbean,Total,2014,99.30%,1
15-24,Barbados,total,Latin America and the Caribbean,Total,2014,99.90%,1
15-24,Brazil,total,Latin America and the Caribbean,Total,2014,98.85%,1
15-24,Colombia,total,Latin America and the Caribbean,Total,2014,98.54%,1
15-24,Dominican Republic,total,Latin America and the Caribbean,Total,2014,97.69%,1
15-24,Ecuador,total,Latin America and the Caribbean,Total,2014,99.10%,1
15-24,Grenada,total,Latin America and the Caribbean,Total,2014,99.20%,1
15-24,Guadeloupe,total,Latin America and the Caribbean,Total,2014,99.80%,1
15-24,Guatemala,total,Latin America and the Caribbean,Total,2014,94.35%,1
15-24,Guyana,total,Latin America and the Caribbean,Total,2014,96.69%,1
15-24,Honduras,total,Latin America and the Caribbean,Total,2014,95.68%,1
15-24,Jamaica,total,Latin America and the Caribbean,Total,2014,96.30%,1
15-24,Martinique,total,Latin America and the Caribbean,Total,2014,99.80%,1
15-24,Mexico,total,Latin America and the Caribbean,Total,2014,99.00%,1
15-24,Paraguay,total,Latin America and the Caribbean,Total,2014,98.71%,1
15-24,Peru,total,Latin America and the Caribbean,Total,2014,98.98%,1
15-24,Uruguay,total,Latin America and the Caribbean,Total,2014,98.84%,1
15-24,Argentina,total,Latin America and the Caribbean,Total,2015,99.56%,1
15-24,Bolivia (Plurinational State of),total,Latin America and the Caribbean,Total,2015,99.40%,1
15-24,Brazil,total,Latin America and the Caribbean,Total,2015,98.96%,1
15-24,Chile,total,Latin America and the Caribbean,Total,2015,99.35%,1
15-24,Colombia,total,Latin America and the Caribbean,Total,2015,98.53%,1
15-24,Dominican Republic,total,Latin America and the Caribbean,Total,2015,97.61%,1
15-24,Ecuador,total,Latin America and the Caribbean,Total,2015,99.13%,1
15-24,El Salvador,total,Latin America and the Caribbean,Total,2015,97.95%,1
15-24,Honduras,total,Latin America and the Caribbean,Total,2015,96.01%,1
15-24,Mexico,total,Latin America and the Caribbean,Total,2015,98.94%,1
15-24,Nicaragua,total,Latin America and the Caribbean,Total,2015,91.57%,1
15-24,Paraguay,total,Latin America and the Caribbean,Total,2015,98.65%,1
15-24,Peru,total,Latin America and the Caribbean,Total,2015,99.01%,1
15-24,Uruguay,total,Latin America and the Caribbean,Total,2015,98.93%,1
15-24,Venezuela (Bolivarian Republic of),total,Latin America and the Caribbean,Total,2015,99.01%,1
15-24,Argentina,total,Latin America and the Caribbean,Total,2016,99.50%,1
15-24,Brazil,total,Latin America and the Caribbean,Total,2016,99.11%,1
15-24,Colombia,total,Latin America and the Caribbean,Total,2016,98.67%,1
15-24,Dominican Republic,total,Latin America and the Caribbean,Total,2016,98.84%,1
15-24,Ecuador,total,Latin America and the Caribbean,Total,2016,99.06%,1
15-24,El Salvador,total,Latin America and the Caribbean,Total,2016,98.01%,1
15-24,Haiti,total,Latin America and the Caribbean,Total,2016,82.99%,1
15-24,Honduras,total,Latin America and the Caribbean,Total,2016,96.13%,1
15-24,Mexico,total,Latin America and the Caribbean,Total,2016,99.12%,1
15-24,Paraguay,total,Latin America and the Caribbean,Total,2016,98.45%,1
15-24,Peru,total,Latin America and the Caribbean,Total,2016,98.88%,1
15-24,Uruguay,total,Latin America and the Caribbean,Total,2016,99.15%,1
15-24,Venezuela (Bolivarian Republic of),total,Latin America and the Caribbean,Total,2016,98.76%,1
15-24,Brazil,total,Latin America and the Caribbean,Total,2017,99.16%,1
15-24,Chile,total,Latin America and the Caribbean,Total,2017,99.01%,1
15-24,Ecuador,total,Latin America and the Caribbean,Total,2017,99.26%,1
15-24,El Salvador,total,Latin America and the Caribbean,Total,2017,97.98%,1
15-24,Mexico,total,Latin America and the Caribbean,Total,2017,99.12%,1
15-24,Peru,total,Latin America and the Caribbean,Total,2017,99.06%,1
15-24,Puerto Rico,total,Latin America and the Caribbean,Total,2017,92.39%,1
15-24,Uruguay,total,Latin America and the Caribbean,Total,2017,98.93%,1
15-24,Argentina,total,Latin America and the Caribbean,Total,2018,99.51%,1
15-24,Aruba,total,Latin America and the Caribbean,Total,2018,99.50%,1
15-24,Brazil,total,Latin America and the Caribbean,Total,2018,99.20%,1
15-24,Colombia,total,Latin America and the Caribbean,Total,2018,98.85%,1
15-24,Costa Rica,total,Latin America and the Caribbean,Total,2018,99.43%,1
15-24,Honduras,total,Latin America and the Caribbean,Total,2018,96.52%,1
15-24,Mexico,total,Latin America and the Caribbean,Total,2018,99.32%,1
15-24,Panama,total,Latin America and the Caribbean,Total,2018,99.10%,1
15-24,Paraguay,total,Latin America and the Caribbean,Total,2018,98.28%,1
15-24,Peru,total,Latin America and the Caribbean,Total,2018,99.02%,1
15-24,Suriname,total,Latin America and the Caribbean,Total,2018,98.65%,1
15-24,Uruguay,total,Latin America and the Caribbean,Total,2018,98.88%,1
15-24,Azerbaijan,total,Northern Africa and Western Asia,Total,2010,99.95%,1
15-24,Bahrain,total,Northern Africa and Western Asia,Total,2010,95.45%,1
15-24,Egypt,total,Northern Africa and Western Asia,Total,2010,87.51%,1
15-24,Jordan,total,Northern Africa and Western Asia,Total,2010,98.76%,1
15-24,Kuwait,total,Northern Africa and Western Asia,Total,2010,98.90%,1
15-24,Oman,total,Northern Africa and Western Asia,Total,2010,97.74%,1
15-24,Palestine,total,Northern Africa and Western Asia,Total,2010,99.24%,1
15-24,Tunisia,total,Northern Africa and Western Asia,Total,2010,97.17%,1
15-24,Turkey,total,Northern Africa and Western Asia,Total,2010,98.22%,1
15-24,Armenia,total,Northern Africa and Western Asia,Total,2011,99.85%,1
15-24,Azerbaijan,total,Northern Africa and Western Asia,Total,2011,99.94%,1
15-24,Cyprus,total,Northern Africa and Western Asia,Total,2011,99.82%,1
15-24,Jordan,total,Northern Africa and Western Asia,Total,2011,99.15%,1
15-24,Morocco,total,Northern Africa and Western Asia,Total,2011,81.51%,1
15-24,Palestine,total,Northern Africa and Western Asia,Total,2011,99.31%,1
15-24,Tunisia,total,Northern Africa and Western Asia,Total,2011,97.30%,1
15-24,Turkey,total,Northern Africa and Western Asia,Total,2011,98.71%,1
15-24,Azerbaijan,total,Northern Africa and Western Asia,Total,2012,99.94%,1
15-24,Egypt,total,Northern Africa and Western Asia,Total,2012,89.28%,1
15-24,Jordan,total,Northern Africa and Western Asia,Total,2012,99.11%,1
15-24,Kuwait,total,Northern Africa and Western Asia,Total,2012,98.78%,1
15-24,Morocco,total,Northern Africa and Western Asia,Total,2012,91.22%,1
15-24,Palestine,total,Northern Africa and Western Asia,Total,2012,99.29%,1
15-24,Tunisia,total,Northern Africa and Western Asia,Total,2012,96.87%,1
15-24,Turkey,total,Northern Africa and Western Asia,Total,2012,99.02%,1
15-24,Azerbaijan,total,Northern Africa and Western Asia,Total,2013,99.95%,1
15-24,Egypt,total,Northern Africa and Western Asia,Total,2013,92.02%,1
15-24,Iraq,total,Northern Africa and Western Asia,Total,2013,52.32%,1
15-24,Kuwait,total,Northern Africa and Western Asia,Total,2013,99.15%,1
15-24,Palestine,total,Northern Africa and Western Asia,Total,2013,99.35%,1
15-24,Qatar,total,Northern Africa and Western Asia,Total,2013,91.79%,1
15-24,Saudi Arabia,total,Northern Africa and Western Asia,Total,2013,99.22%,1
15-24,Turkey,total,Northern Africa and Western Asia,Total,2013,99.23%,1
15-24,Azerbaijan,total,Northern Africa and Western Asia,Total,2014,99.96%,1
15-24,Georgia,total,Northern Africa and Western Asia,Total,2014,99.70%,1
15-24,Oman,total,Northern Africa and Western Asia,Total,2014,99.09%,1
15-24,Palestine,total,Northern Africa and Western Asia,Total,2014,99.36%,1
15-24,Qatar,total,Northern Africa and Western Asia,Total,2014,93.64%,1
15-24,Tunisia,total,Northern Africa and Western Asia,Total,2014,96.21%,1
15-24,Turkey,total,Northern Africa and Western Asia,Total,2014,99.36%,1
15-24,Azerbaijan,total,Northern Africa and Western Asia,Total,2015,99.94%,1
15-24,Kuwait,total,Northern Africa and Western Asia,Total,2015,99.26%,1
15-24,Oman,total,Northern Africa and Western Asia,Total,2015,99.15%,1
15-24,Palestine,total,Northern Africa and Western Asia,Total,2015,99.34%,1
15-24,Turkey,total,Northern Africa and Western Asia,Total,2015,99.49%,1
